score,star_num,help_num,review_content
6.0,1,0,"Just uninstalled I like the new interface.  Nothing wrong there.  Been a user of K9 since I got my Motorola Droid phone & loved it.   But - the new update resulted in updates that were slow.  Seemed to slow my whole phone down to the point where performance is unacceptable.  I use some Zedge tones for my ringtones and they stopped working correctly.  While I can't point to why and prove that K9 had anything to do with it, they work again after my uninstall & reboot.  Sorry guys - just can't recommend."
6.0,1,6,"Reply ability gone in landscape The reply button no longer exists in landscape mode? Seriously?  Also if someone sends me a group email and someone else replies, you more stick all those messages together in a folder and only show the most recent reply in my preview? You just caused me to run across town for a canceled meeting because the notice wasn't showing in my inbox, just someone else's irrelevant reply.   If I wanted gmail, I would not have installed k9. ZERO STARS!"
6.0,1,0,"Why? Waste of time. Downlaoded this app, then spent an hour trying to save attachments to sdcard. Downloaded OI File Browser; selected path where i want to store atrachment (sdcard). K-9 shows that it stored it where you wanted, but browsing for the file, it keeps storing it on the phone and not the sdcard. So great, I try to open the pdf file that it saved and it errors out saying the file is not valid. So.... free or not; if it doesn't work it's still crap. UNINSTALLED"
6.0,1,0,"Terrible Chronic force closing, slow as all hell even on a dc 1.5 with 1gb ram and a cl10 sd card, has to reload my mail after every launch making it unusable for about 3 or 4 minutes, search is pathetic, interface is ugly, can't easily save emails, addresses or phone numbers to contacts.  This app is one shining example of android users being used as beta testers on a daily basis. Of course it doesn't help that all of the alternatives are flawed in their own right."
6.0,1,0,"Won't Send Mail Dependably Won't Send Mail Dependably  Receives mail perfectly but will not send, forward or reply dependably.  I found through searching that many others are having the same issue and patiently tried several suggested setting changes to fix the problem.  Sometimes it seems to fix for 1 or 2 tries but then the same problem returns.  I really like the app but I like to be able to send my emails much more.  I wish the problem could be resolved."
6.0,1,0,Configuration fail After not connecting correctly the manual exchange options were not clear and did not seem to work when they should have. After tracking down some obscure path needed owa\auth\logon.asocials the sync would not enable even after a few settings apparently defaulted off were changed it would not sync. Apparently this lacks push also opting for polling at user defined intervals but I wouldn't know if this actually worked. I might.
6.0,1,0,"No longer a fan - avoid I used to like K9, but due to recent updates, it crashes about 20 times per day, and likely has some memory leaks as it brings my phone to a crawl. I go into settings > apps and manually stop its proceses, and it is like getting a new phone. I also submitted a bug regarding the public key crypto support, which never got so much as a reply (*months* ago). I hope this app gets fixed up or goes away. Switching clients."
6.0,1,0,"Connection problems I installed the K9 app and it works fine as long as I am on a wifi connection or the wifi is turned off completely. If the wifi is on and I am not on a connection,  I get a "" couldn't log in check username and password"" notification message. I tried uninstalling and reinstalling the app and also did a factory reset on the phone but the notification messages continued so I have uninstalled the app."
6.0,1,0,Broken since June They tried to get cute with new useless features and broke message reflow when you zoom mail. After months of waiting and the official bug report never even being updated I've moved back to the standard Android email app. It is surprisingly good nowadays. FYI the PGP in k9 mail never worked right anyway. So don't install this app thinking it will buy you anything.
6.0,1,6,"Decent app, but it always stops syncing randomly, then I have to open it, close it, open it, close it, then it says syncing is disabled(?) then I close it and open it again a few times and it starts resync'ing.  Simply stopped working on Nougat. I never syncs until I manually open the app. Useless mail software. Time to move on to a competitor, this looks like abandonware."
6.0,2,10,"Pretty basic app, used it for quite a while.  Fine when it works but too many issues.  Syncing is unreliable.  Emails occasionally just disappear, nowhere to be found, after working on them for lengthy periods.  The forum to address issues is also the worst in my experience, no search function to search for solutions.  Looking for a replacement mail app."
6.0,2,10,K9 was one the best mail app but Android Doze in Android 7 made it unfortunately unusable. Polling and push mails both don't work anymore even if you exclude the app from Doze. Google overdoes the battery saving and K9 got killed by it. :-(
6.0,2,10,"Used to love this app, since the last major  update emails take over 1min each to open, imagine checking 60+ emails per day like me! , when I check and clear emails it doesn't clear the app notifications any more. Android- Google Nexus"
6.0,1,6,"Deleted Sorry k9. Have used you for years but you are no longer reliable (doesn't fetch or send often, blank page on opening messages etc). Now that Gmail can link to hotmail there is a better alternative."
6.0,2,10,"Worked perfectly for a while, now synchronising is disabled all the time. Sometimes you can manually sync, other times it fails. Hopefully the developer will address this issue as I want to keep using it."
5.95,1,7,"The app refused to accept my (correct) email settings, and also could not (despite the description of the app) be configured to save emails to my external SD card as promised, which was the only reason I installed it in the first place. A disappointing waste of space and time. I have since uninstalled the app."
5.95,1,7,I have used this application for years and loved it. Unfortunately with the syncing disabled issue popping up on my S8 and happening continuously I can no longer afford to use it. When it worked it was great.
5.949999999999999,1,1,"Battery drain and other issues with most recent update This most recent major update has caused a number of issues which must be resolved:  1. Considerable battery drain (much more significant than prior version). My battery can't even last a day as a result of this upgrade.  2. More frequent crashes/force closes.  3. Application now really bogs down phone. Incredibly slow at times.  I liked previous versions, but have uninstalled this until it is fixed."
5.949999999999999,1,1,"Used it for years together with K@t Mail. Removed both of them in time because they lack consistency. In particular a) many times I don't get notifications when I receive work mail, which ended up with me losing countless jobs. B) often outbound messages won't go through, delaying answers, including the apologies for the missed mails. This made me lose a few good customers, too. Shifted to another product."
5.949999999999999,1,1,"Last version upgrade is awful I used to love this app, now I hate it. With the latest version it freezes constantly and takes forever to load mail folders. It crashes and doesn't remove deleted items from the inbox until I exit and go back into the app. Sometimes only new mail is displayed in the inbox, other times all the mail with no rhyme or reason. Very frustrating since it was much better."
5.949999999999999,1,1,When there are images in the body of the message fit to screen makes all the texts of the body very small and the image is full width of the screen.  This makes reading the content very difficult since it is so small. I am using Samsung 6 edge. Worked perfectly on Samsung s4. The 250 maximized font size is ignored.
5.949999999999999,3,9,"Used to be great.. then I had to switch because of wrong dates (and therefore sorting) on some messages, lack of swipes, a crash constantly occurring when receiving some type of messages (probably malformed but no other client I have tried crashed because of that), and missing features in notifications."
5.949999999999999,1,1,New version fails to send messages I have to keep trying until it finally sends by repeatedly resending from outbox sending function has a bug in it serious bug advised never to get new versions of this app because they add new bugs back
5.949999999999999,1,1,Battery killer!!!! Something called *wakelock* is killing my battery using over 50 percent and its linked to this app ever since update phone don't last more then an hour and I can't find a setting to shut off fix this NOW!!!!!!!
5.9,2,0,"Not Bad, but EATS data & Battery I wanted a mail client that would allow me to store all of my email on the external SD card as the internal memory on the Desire is very poor.  After reading around, this (K-9) was the client that received the best reviews AND would allow storage onto the SD card, so I downloaded it. I was very happy with it, but recently my battery life has been less than 24 hours compared to my usual 48+.  After checking with some apps, I found the culprit to be K-9.  Checked my data and in just 1 day, close to 300MB had been used (only have a 1GB limit). Downloaded ONAVO COUNT and saw K-9 eating huge amounts of data, so, now I've had to disable email download to save battery & data.  The problem seems to be the Gmail account, and there are loads of people with the same problem. Now I need to find another client. Shame as I actually liked K-9, but because of data & battery problems, only 2* (HTC Desire 2.2.2 rooted)."
5.9,2,0,"2013: Truly wanted app to work. It has more features than many other mail programs and a nice UI for viewing emails. What I don't like is the unreliability. Email won't push, error messages that you can't read fully, messages just sit in my outbox and NEVER get sent. I'll check the bug list to see what's there but it would be nice to know what all these random error codes mean and to read the whole problem somewhere - like a log. 2020: Tried again but must know server settings to add account."
5.9,1,2,"Uses full bandwidth when fetching mail. Been using this for years but the time is right to move on. Just too poor and old. And it's starting to be a pain. Also, what's the point in spam folder when you can't mark things as spam? Could be a little more simple when setting up (like auto poll not working until background sync is set to always) but once sorted it's a good mail client (other than the above issues). But it's never going to evolve. Bye, was good to begin with."
5.9,1,2,"Update has broken it It was working really well until the last update, now I can no longer send or receive mail and get connection errors. From the number of reviewers complaining I'm not the only one, if I were K9 I'd roll back the release before everyone moves on."
5.9,1,8,"My poll frequency is set to 15 minutes for every single mail account and all kind of notifications are enabled. Unfortunately, more and more often mails aren't shown for at least two hours, which is a no-go for a mail app..."
5.9,1,8,"Simple things like auto fill for email addresses don't work. Want to email someone you have already emailed? Better write their address down on a piece of paper, because K9 mail won't remember it. Pretty weak"
5.9,1,2,"Crashing after last update Was working well until yesterday's update. Now it's just closing without any messages, when opening email. Not on all but on most emails! Pls return previous version!!!"
5.9,1,8,"Great until last update Emails are bigger than the display area, can't zoom out, therefore lots of needless scrolling around."
5.9,1,8,"How does this app work? I have tried everything including putting a lock on 
"
5.85,2,1,"Won't sync my mail consistently under ics. Have used k9 mail for a couple of years with my htc thunderbolt with no problems.  However on my new tablet with ics the syncing doesn't work consistently.  Went to check their github wiki for any possible info on this and strangely enough this version of k9 mail isn't shown.  The last version shown is the .9 version.  So I don't know what to make of this app now. UPDATE:  updated to latest new release and it still won't download next x messages.   Using nauseous now instead and it seems to be working much better than k9.   Too bad, I kind of liked this client but now it just doesn't seem to work very well."
5.85,1,3,"Still broken! Loved it, still hate it. It STILL loads old messages in and marks them as unread. This is such a simple thing to sort out... Do you want me to show you how to do it? Also, new interface is boring. Bring the colours back! Much better when it highlighted the email your chosen colour per account, rather than just a rubbish coloured dot. Loads of bugs, can't delete mail anyone because it crashes. HTC Desire, HTC One XL and Galaxy Ace"
5.85,1,3,"I've loved K-9 Mail for years, but I cannot tolerate the ""synching disabled"" problem any longer.  Having combed through forum after forum, and trying every proposed solution (which others are also saying no longer work), I can honestly day that the app has failed.  I really hate to say goodbye to this old friend, but it's clearly dead.  RIP, K-9 Mail."
5.85,2,7,"Have used it for years but now too buggy Over the last 3 or 4 months my Hotmail that I delete comes back randomly as new mail (I've deleted some mail 10 or 12 times over 4 months) and now all of the emails i had today have disappeared after I switched my phone off for a flight. Can't keep working like this, I'll have to move on..."
5.85,1,3,Not so good anymore this used to be a pretty good app however now it has issues could not get it to send email and created my account with wrong info. The only way to change it is by deleting the account. Actually I had to delete the app. This really needs  to be fixed. Samsung galaxy s4
5.85,1,3,App has become a joke Messages take forever to load since last update they used to load instantly. New update still same problem.
5.8,3,0,"MOTO X user 4/3/14 I just switched from a flip phone and iPod touch to the Moto. When I setup my exchange account, the app told me that my server REQUIRES me to allow it full access and control over MY phone. Bye bye. K-9 was setup in about a minute and a half, didn't need to allow access to any of MY personal information, and the interface looks to be well thought out and user friendly. I especially like the ""split screen in landscape view"". Granted, I haven't looked around that much, but this app works perfectly for me, so I'm done looking, on to better things. I don't even care that Gmail isn't supported. Great job, guys! Update 4/15/14: Gmail is supported but I ran into some problems when I decided to change settings on my Exchange account. Basically, every change I made caused some function to fail. Display, sync, notification problems got worse and worse until finally the app was beginning to make me feel stupid, so I uninstalled and moved on to a paid app. Regular IMAP/POP email is OK, but needs more work in order to use Exchange accounts."
5.8,3,6,"Used to be great. With Android 7 on my Galaxy S8 I don't get reliable pushes or polling (meaning no notifications of new emails). I have tried the Doze settings and all other recommended changes. It just isn't reliable anymore. I have to manually sync accounts or toggle wifi to force a reconnect which causes K-9 to resync. I have read several relevant bug reports on the tracker. There is no fix on the way as of now AFAICT. To anyone who thinks this is solved, it is not solved for all scenarios. It doesn't work for me but I'm happy for you if it works for you. It also doesn't blink the LED when it does manage to get new emails."
5.8,3,12,"My favourite but still leaves a lot to be desired. There are lots of issues, but the latest bug is in that when sending emails they often time out instantly and I get a ""failed to send"" notification in my notification bar and they remain in the outbox. Then when I open the outbox and select ""send emails"" from the drop down menu they get sent instantly."
5.8,2,8,"Everytime it seems fixed, it fails somewhere else. Current problem: Tried to send email, failed. Tried from 3 different accounts, all three failed. But the best part? No matter what I did, it just kept trying to send. Drained my battery, overheated my phone, and was still trying to send. Finally gave up and uninstalled after 15 hours."
5.8,1,4,Had to delete my favorite app Had to delete after last update as the app would no longer download emails manually or automatically. Need to let us move to SD card.
5.8,1,4,"Update dont work After update 5.005 I get SSL problem, please fix it. So I need to downgrade to the version 4.804"
5.75,3,1,"Better than most but much to be desired 1 - Maybe I'm missing it, but I don't see a feature that permits me to globally delete or archive all my emails older than a certain date, or just display recent emails.  Other systems can do so.  The reason I need this feature is that I run a small business and -- like many other people -- have kept old business emails on my server,  So, whenever I remove new emails from my phone and then sync to the server, these old emails populate the phone.  I need to be able to have a feature to globally remove those old emails from my phone without deleting them from the server, and without deleting my new emails.  The only way I can do so now is by globally putting a check box next to EVERY email currently displayed on my phone, then manually removing the check box from recent emails, and then deleting what remains checked.  This can be tedious since I get about 150 emails a day, and want to be able to keep the last 2 weeks' emails on my phone. 2- To add insult to injury, once I manually deleted emails from 2011-2012 from my phone, old emails from 2010 started appearing in my phone inbox as if they were sent to me today."
5.75,2,3,"Sending email now broken I had been able to send email using 3g and wifi. Now can't send email with 3g. Spotty sending using wifi. Tried turning phone on & off, Tried toggling air plane mode. Checked out going server settings - they are unchanged. Uninstalled other apps. The messages sit there in my outbox, after I try to resend them. A mobile email app that doesn't send email, only reads it. So Annoying. OptimusV, 2.2, virgin mobile 3g. Removed data, re-added accts. Nope. Uninst, reinstall: nope."
5.75,1,5,"4.4 update Just got the new update. Congratulations on completely missing the point of why you started this application in the first place. If you are looking for a gmail program that replaces the bloat of the official version with a whole slew of its own bloat, then K9 is your choice.   If you're looking for a fast, powerful alternative to the email client that came with your phone, then keep looking. K9 has apparently abandoned that idea."
5.75,1,5,Used to work well but each update has got more buggy Current version just gives synching disabled instead of fetching e-mail Time to uninstall
5.7,3,2,"I used to love this app but last couple of updates have made some really annoying changes. Have to scroll to bottom of rcvd email to see attachments, some emails will show in inbox but when try to open K9 closes down, sync doesn't seem to work properly now, will go hours without getting new messages and loads come in together, and pictures in mails don't always show properly. Please give me older version back, I used to love it!!!"
5.7,2,10,"Was a great app for years and I recommended it to many folks.  However, it has intermittently stopped syncing email on my last few devices.  Dug into dev forums to resolve, but nothing appears to work to correct the issue.  Moving on to an email app that, well, receives email."
5.7,1,6,Since updating  I can no longer reduce the size of my mailboxes. When I delete the trash it still shows the same size for each email account which continues to grow with each email.  The 2 most recent updates are a disaster.
5.7,1,6,"Bad update I have been using this app for years, never had a problem until last update.  I have been fighting this app for data usage.  And every week it keeps going higher and higher over past few months."
5.7,1,6,So slow it's worthless (v5.202) They turned a pretty good app into a pile of garbage with the 5.202 release. Now messages take 6+ second to display each time. Used to be super quick. Too bad.
5.7,2,10,"I've used K9mail for years. But now sync isn't working. I searched for a 
"
5.699999999999999,1,0,"For years, this was the best Android mail app available. It's unbelievable how the current developers have ruined such a fantastic email utility. Many of the old behaviors have been modified to work in unintuitive ways, demonstrating a lack of basic user ergonomics. The Unified Inbox in particular is a catastrophe. Now, unread messages show before read messages regardless of date or time. Read messages do not show at all (they completely disappear from Unified Inbox) UNLESS YOU READ THEM WITH ANOTHER CLIENT (such as your desktop PC). If you read a message with another client, it will appear below the list of unread messages, completely out of time/date order. The Unified Inbox worked perfectly in older versions, but whoever has been modifying the code for this section of K-9 is essentially incompetent.   There should be settings to configure the Unified Inbox behavior back to the old method if a user prefers that. It is after all the reason most of us switched to K9 in the first place. But the current behavior of showing messages read on another client in one way, and messages read in K-9 in another way, is just extremely poor development, and it needs to be fixed."
5.699999999999999,1,0,"Used to be my go to app This was once the only email app I would ever use. But it has really gone downhill since. There are so many bugs it isn't even funny! Deleting emails and they just come back. Displays duplicates, even though the server is correct. Marking emails as read and they just come back as unread a few minutes later. Not to mention, this app doesn't even support S/MIME certificates for signing and encrypting emails. Oh, but they give you the option to use another app for this, but that app doesn't even support one of the most popular certificate types (S/MIME). If these devs get their acts together and bring this app back up to par, then I would be happy to try it again and rerate for more stars. But as it stands today, this app is not even worth 1 star."
5.699999999999999,1,0,"loved it... now don't was using on my nexus 5.  it was a struggle and a half to get my icloud account working, but i was finally able to do so.  when i switched to the moto x, copied all of the settings exactly from the nexus, and yet the icloud account cannot be configured to send mail.  tried everything.  tired of fighting with it.  chose the stock android mail app and lo and behold, the account set up automatically and correctly when i input the account information.  sadly deleting K9 from my phone since it's useless to me if i cannot send mail from it."
5.699999999999999,1,0,"The Very Devil To Set Up Might be the best email client in the world for all I know, but its far too fiddly to set up. All the other clients I tried were easy - enter username and password; bish bosh job done for most accounts. By contrast getting ""cannot connect to server"" after using the exact same methods that work with other clients is frustrating in the extreme. I don't want to be forced to post on a forum and be told to try a number of convoluted steps, or to contact my various email providers simply to get the thing working"
5.699999999999999,1,0,"Used to be great - no more All K9's great features are outweighed by 3 major defects:  1. It's become so slow as to be virtually unworkable. Mass-deleting spam, for example, now takes 5 minutes when it used to take 30 seconds.  2. It's now hugely unstable. Frequent crashes are the norm, and filling in the reports is pointless as there's no-one to reply. 3. Because it's open source, there's no customer support to ask for help. And if I had the time to trawl forums for info, then I wouldn't have the problem in the first place!"
5.699999999999999,1,0,"Really bad desition Last update will kill K9 I loved this app for many years on different phones, because it's different. I don't like Gmail. Last update simply makes me evaluate other apps. So many changes it's not K9 anymore. Now you can't even change the displayed names of contacts, I don't want to send mgs with the name on contact list. But worse you can't see text on msg if it considers is a thread msg, even when threaded view is off. Please give us back the older version"
5.699999999999999,1,0,"does not work anymore I have this apllication for over 6 months and it was the best mail client around, but now, since the last update, it does not give me any notification about new emails. i have it at a 2h fetch poll and it does nothing, i have to hit the check mail button for it to work. please fix it. i use it on a Galaxy S with Android 2.2. P.S.: on my girlfriends phone it works with no problem what so ever, she has an LG Optimus One, running Android 2.2"
5.699999999999999,2,4,"Really doesn't like Hotmail. Better than the client that came with my Galaxy Tab (it displays HTML!) but having ongoing problems. Constantly having to mark emails as read AGAIN. Can't move items from trash back to inbox (why?!); other options to move items don't work; now suddenly showing only 4 emails instead of 50 despite the settings, which no longer seem to have any effect on anything. I'm  downgrading the star rating again; now only 2 stars."
5.699999999999999,1,0,"EDIT: Privacy/security leak will be fixed with next major update.  Privacy/security risk: K-9 honours meta-refresh and will open browser links directly upon opening a mail which uses them. That is VERY bad.  Other than that, it is very user un-friendly, ugly and doesn't work all too good.  Still, it is one of the few non-cloud based email clients, which is very sad."
5.699999999999999,1,0,"used to be my favorite apps, but since last update i've got lost all my starred email from my inbox and unable to find it in any folder. It just dissapear. The only option to get it back is to resend those emails from another device or create new email account and search it one by one from my thousands mails and it will happen again soon"
5.699999999999999,1,0,"Worked well, now garbage Since the last update, I've been getting certificate errors. It's not the host. Based on what I'm seeing here, other puerile are having the same problem. Unable to securely send or receive makes this app useless, sadly."
5.699999999999999,1,0,"Trouble with downloads.... Can't figure out how to download files larger than say 50K.  I get corrupted files. These files open without any problems using ""Inbox"" or ""Gmail"".  Tried adjusting the settings to 5 Meg push but still doesn't work."
5.699999999999999,1,0,"Cannot sync yahoo mail Before the update I was able to sync my yahoo mail (via IMAP) but since I installed the new version, I always get the following error : username or password incorrect!"
5.65,3,3,"Edit: Still using K9 Mail.  The most annoying thing about this app is deleting multiple emails.  Rather than press and hold to enter into a ""select mode"" where you then tap all your emails you want to delete, you have to press and hold each email and choose ""select"".  This takes ten times longer to simply delete multiple emails.   It's rather painful amd annoying.    All of a sudden I could no longer send email, only receive.  I went to the server settings for outgoing mail, and clicked next and immediately got an error.  I didn't notice at first, but after the update, www was added in front of my outgoing server.  removed the www and it worked fine as it should.  Thought I'd post this in the review section in case others come here with the same issue"
5.65,1,1,"New version is crap - artificial threading? Why? As the title suggests, the artificial threading that's been added with the new update is crap... and there's no obvious way to turn it off!  Why is is crap? Because it complicates navigation within a folder needlessly: when reading a message, the next/previous icons (""<"" "">"") only move within that thread, while the previous up and down icons took me to the next or previous new message in my inbox, without having to navigate back out of the thread first! Again, the threads are entirely artificial... which is also annoying!"
5.65,1,1,Another app bites the dust Another application that worked brilliantly and was incredibly versatile. but is now broken and so buggy that it's unusable. If you have access to an older version use that. Unlikely that the security compromises will hit you in the older version but certain that the new bugs will make you delete the app altogether. A real pity. Author: Do some basic testing yourself before release. Don't rely on your bug tracker. How did you manage to get such a brilliant app written in the first place with that attitude. Sticking to the older version.
5.65,2,5,"I have used K9 for quite a few years without problems - and it used to allow more than one server and worked flawlessly - until 3 weeks ago, when it stopped being able to send emails. That highlighted 2 serious issues: 1. It does not indicate whether emails are unsent, and 2. Outbox and Sent mailboxes are not included in the top left mailbox list, so unsent messages are not easily noticed."
5.65,2,5,"Lagging my note 2 Ever since last update my phone has been seriously lagging, have to restart and remove battery several times a day. Clean master helped me to identify that this is my problem app. I hate to remove it as it had been great until now. I just hope there is an update soon. I can't stand what it's doing to my phone. Please update soon it's killing my phone!"
5.65,1,1,Wipe Out Last 2 upgrades have wiped out all saved and deleted emails. Other than screen printing not much of a way to save one external to the program. Not good when you might need hotel and travel confirmations not to mention event tickets. You can exclude a program in Play updates without doing each individually so dumping the program
5.65,1,1,"Please fix sending error I used this app for 2 weeks.  All seemed to work well.   Over the weekend I was getting negative smtp reply error.  Same error for both of my email addresses...including my Gmail address.   Delete and re installed...same error.  I found many posting about this error, but no fix.  Had to delete app and moving on."
5.65,1,1,"Recent update slow and imap delete fails I have been using for some time and like it, but the recent update makes imap deletes fail and introduces bugs and slowness.  Would love to see those back to the way it was working to give five stars again."
5.65,1,7,I really wanted to like this. Unfortunately it is unusable. Insisted on downloading my entire POP3 account. Never made it to 2017. Now it will only download 6 messages at a time. It will never make it to 2017.
5.65,1,7,"It's impossible to select a user certificate for my email account. No matter what I try, it always responds ""No certificates found"". This makes K-9 unfortunately absolutely unusable."
5.65,1,1,"AOL error AOL used to install automatically, now I have to change the parameters for pop3. I tried to send you a bug report but that link didn't work"
5.65,1,7,"I liked this app when it worked, does not sync anymore. Worthless at this point."
5.6,1,2,"Used to be the best but no longer The latest release of this program took it from a 5 rto a 1. I can't open messages without it going into automatic reply. When I finally get to just reading the message, the 'reply' and 'reply all' options are no longer there. The way in which mail accounts show up is also much more kludgy than in previous releases. I don't know what they thought they were fixing but I'm going to another mail client until this one stabilizes."
5.6,2,6,"Best interface with unacceptable bug 80% of the time, deleting email's results in crash notification: ""Unfortunately K-9 Mail has stopped."" just too irritating to accept. Submitting crash reports have resulted in no feedback from K-9 let alone a problem fix.  It's really a shame because it has my favorite look & features. Manage 2 important POP3 email accounts & need better reliability /stability."
5.6,2,0,"Old version much better Even though there are some useful additions, the old version was much better: - a LOT faster - more mails visible (small screen - even after settings tweeking) - more reliable checking for new mails - settings less chaotic - whole ui much more user friendly  - news I like:  - sleep hours - easier selection of multiple emails  Old version would get 4.5 stars..."
5.6,2,6,"Have used K9 for years and loved it.  Now, as many of you I have the sync disabled amd emails dont get pushed through unless manually do it.  I rated it a 2 in hopes that this will be fixed.  Would love to keep it over others but it has become a deal breaker.  Fixing the battery optimization has not worked.  I am on the S8+"
5.6,1,2,Done with K9-Gone to MailDroid I was unable to edit email I wanted to forward. Couldn't edit without removing the graphics and hot links. There is probably a simple answer but I could never get a reply to my question. Not even once would they ever answer my request. I'm done....gone to MailDroid. Works great!
5.6,1,2,"No longer works App used to be great but no longer works. When I try to open it, I repeatedly get an error message that says the app has stopped working. That message pops up repeatedly even after I kill the app. Had to uninstall. So sad, I've used this app for years and now must find another one."
5.6,1,2,"Latest update sucks My K9 client updated automatically when I purchased my new phone and installed my apps. It now takes 30s to load an individual email, without pics. It's not the phone it's the app. I am forced to search for a replacement to K9, what a shame."
5.6,1,2,"Does it work for anyone? Doesn't appear to work at all, and that's just going to Gmail :-( Load 26 more just displays some error message which is gone too fast to read and returns you to the same empty screen."
5.55,2,1,"Several flaws that  need addressing 1.  notification bar inbox totals reflect ALL the inbox messages not just the new ones.  2.  You cant put checks into the boxes easy to select individual emails on the inbox home screen. it wont place a check in the box, it opens the message instead, when it does work it usually selects 2 messages. 3.  you cant put checks in the boxes on the inbox home screen and select spam!  Come on, why do i need to open the message in order to select spam?? 4.  The messgae headers are bolded and easy to read, the 2 or 3 line preview is light grey?  Hard to read.  You need options to set the preview lines text."
5.55,1,3,"UNINSTALLING see UPDATE... Awesome 5 stars PLUS! I seldom give superb ratings, but this developer has now created an AWESONE, must-have app.  UPDATE : After update 4.409, SERIOUS LAG, FORCE CLOSES. NO HELP FROM DEV. UNINSTALLING CAN'T USE. UPDATE #2, TRIED INSTALLING AGAIN AND I'M UN-INSTALLING AGAIN. TOTALLY USELESS, LOCKS CONSTANTLY, CANNOT EVEN ACCESS MAIL NOW. I OFFERED DEBUGGER HELP TO DEV, BUT WAS TOLD THEY DON'T HAVE TIME. TOO BAD."
5.55,1,3,"Such a shame This *used* to be great, however since May 2015, I've been unable to get ANY new email across any of my many email accounts - and as such have had to get accustomed to Google's main offering.  I updated K-9 tonight,  but it refuses every account I have, saying either the username and/or password is at fault, when none of them are incorrect.  Result: Uninstalled."
5.55,1,3,"Update made it unusable - January 2017 Edit - Email doesn't download anymore, and it DESTROYS my battery now. Please fix this or simply pull the update.                                                          The stock Android email client was giving me fits receiving email. This free solution cured my problems and seems to work better overall. Love it."
5.55,2,7,"I've been using this app for my non-work Gmail account. The huge benefit of K-9 over the Gmail app is that it doesn't link messages. However, it is not reliable and fails to collect all gmail message, no matter how much prompting is given (missing messages can be seen in the Gmail page on the PC). Gmail app is cr@p, but at least it is reliable."
5.55,1,3,"The ""sync diasbled""-bug is still going strong with this one ... Edit: the ""syncing diasabled""-stuff was just the standard text showing at the top of the gui, I learned to life with it. But after the last update I can't access one of my accounts in the app anymore. Renders it useless"
5.55,1,3,"Used to love it It was awesome until yesterday's update. Now it's very slow, and no longer deletes messages from the server. If I can't go back to the older version I'll have to find another app."
5.55,1,3,"This app used to work great, but now it always says syncing disabled even though my settings are set to always sync and poll every 10 minutes. Please fix."
5.55,1,3,Wont pull new messages? Hard to get more basic functionality flaw.
5.5,1,10,از من تا دو هفته پیش خوب بود الان دیگه وصل نمیشه و یه متنی مینویسه متوجه نمیشم😐
5.5,1,10,Mese baghie vaghti dast ziad mishe inam AZ kar mindazan fek konam Iran injorie
5.5,3,0,"Room for improvement I was excited about the possibility of a full featured IMAP client, and it does technically work, but it's just missing too many common sense elements to really rate highly.  Some examples:  - bulk inbox edit is much more clunky than other clients (eg gmail).  - it's impossible to view deleted (not expunged) messages in a folder's message list.  - it has no option to undo accidental deletion. - it forces you to retrieve at least a few K of each message in addition to headers, possibly wasting bandwidth.  - if you tell it not to download each full message body immediately, it forces you to click a button to read each message, rather than downloading automatically when you open it, like all other clients do.  - does not have ""always show images from this sender"" setting"
5.5,3,0,"I thought it was doing okay,  but Keeps crashing. Reduced rating down from 4.5 to 2.5. :( I'm Not willing to send report  because the Report button doesn't allow me to see what's being collected and for me to choose or approve.    I greatly appreciate being able to export settings, & receipts, & many other features.    Other than the need to fix crash problem,  I can only suggest 3 things:    1. Allow messages  to be date grouped in the Inbox with header title being a date;  like the way the default /stock email app does it on Samsung Galaxy phones.   2. Allow to only download headers;  again like default email app.   3. Allow emails to Not be synced/stored on phone.  Especially when setup as an IMAP connection."
5.5,2,2,"Good app but can't update I used to really like K9 but now I don't since the latest update. The new blobs that indicate whether a message has been read or not just waste screen space. When there's a new message notification for one message, it takes you to that message, not the unread message list like it used to. The unread message list says 'inbox' at the top. It isn't my inbox. The unread message list auto updates after any action so you can't do 'mark as read' and then delete (or mark as unread if you make a mistake. Annoying!"
5.5,3,0,Mail font size problem For some reason my phone updated to the latest release without my permission. The font size doesn't work well with this version. The size of the font varies from email to email. Seems like it used to always be the same size. If I pick a size of normal the text on some emails is too small. But if I pick larger it's too large on other emails. I can pinch to zoom in but then I have to scroll left and right to read the email. None of these problems with the last version I had.
5.5,3,6,"Another vote against the horrible new icon. Also the app doesn't display properly if you have larger font size set on the phone, the font size options in the app can correct some but not all of this. The annoying problem with Gmail being blocked on WiFi networks is still there too. Overall the Dec 2017 update seems to have made a few things worse and not fixed or improved anything. I hope this isn't a sign of the future direction."
5.5,2,2,"Tried again, still no Several things I don't like, but two main ones. One, the notifications of new mail bring me right to the newest message, not the inbox, which causes me to open mail I may wish not to open. Two, the box  to select is way small and hard to press, so instead it just opens the message. I have to battle that a while. Not good, sorry. :("
5.5,3,6,"Current version (5.402) and last few versions have had a crashing problem with my phone (Moto G5) so I've had to stop using it. (Your mileage may vary.) Have reported bug on Github so hopefully the devs can find a solution. Oh, and the new icon isn't great, but that's just a small niggle by comparison."
